Site_1,Site_2,Same_Site,Plant_1,Plant_2,Plant_1_ID,Plant_2_ID,Pair,Soil_1m,Soil_p,Root,Leaf_EN,Leaf_EP,Fruit_EN,Fruit_EP
1,4,FALSE,1,10,1_1,4_10,1_1 vs 4_10,NA,0.39706008007600124,0.6604513367584345,NA,NA,NA,0.6987438115053698
1,5,FALSE,1,1,1_1,5_1,1_1 vs 5_1,NA,0.40471798959667693,0.5491637387568762,0.5934304362630397,0.6873209563911242,NA,0.7254001818229395
1,5,FALSE,1,2,1_1,5_2,1_1 vs 5_2,NA,0.4647557106836757,0.7070292772560497,0.398484384151934,0.6365218989883582,NA,0.7411168160100995
1,5,FALSE,1,3,1_1,5_3,1_1 vs 5_3,NA,0.444903831318799,0.6714480858656174,0.6372921090899941,0.6187496731395341,NA,0.8191465927326633
1,5,FALSE,1,4,1_1,5_4,1_1 vs 5_4,NA,0.46799673287807253,0.667243031518146,0.47677425784070715,0.5514956134711113,NA,0.31825057134185314
1,5,FALSE,1,5,1_1,5_5,1_1 vs 5_5,NA,0.44002568227325295,0.5666503067867487,0.4017514989649501,0.5875209119593853,NA,0.33063209904183294
1,5,FALSE,1,6,1_1,5_6,1_1 vs 5_6,NA,0.36575686119307305,0.5481331190876555,0.44385794483142105,0.6338115188232831,NA,0.19760541537159063
1,5,FALSE,1,7,1_1,5_7,1_1 vs 5_7,NA,0.35647518681732243,0.5462081991754157,0.4957329438455319,0.6842726077000526,NA,0.21605511575753383
1,5,FALSE,1,8,1_1,5_8,1_1 vs 5_8,NA,0.501845360006035,0.5622600472275933,0.4779191040605169,0.7254333363283612,NA,NA
1,5,FALSE,1,9,1_1,5_9,1_1 vs 5_9,NA,0.42705600886421635,0.5146247472523606,0.38325196107989906,0.6287746090938148,NA,NA
1,5,FALSE,1,10,1_1,5_10,1_1 vs 5_10,NA,0.33234242537429975,0.5701027543788266,0.7353667352814821,0.6565373352015365,NA,NA
1,1,TRUE,2,3,1_2,1_3,1_2 vs 1_3,0.27786560083304646,0.20484973575120047,0.2756270836995433,0.21529871754087757,0.31895188134370484,NA,0.38640924565130935
1,1,TRUE,2,4,1_2,1_4,1_2 vs 1_4,0.30874160134315437,0.25892809723394183,0.3684637299638882,0.23532197400879817,0.26449489759302147,NA,0.5546933394533875
