tax_id	species	genus	family	order	class	phylum	superkingdom	605.filtered	61.filtered	1057.filtered	579.filtered	243.filtered	889.filtered	763.filtered	229.filtered	1085.filtered	537.filtered	383.filtered	465.filtered-threshold-0.0001	369.filtered	169.filtered	103.filtered	283.filtered	929.filtered	7.filtered	185.filtered	931.filtered	679.filtered-threshold-0.0001	707.filtered	169.filtered-threshold-0.0001	381.filtered	761.filtered	791.filtered	663.filtered	619.filtered	455.filtered-threshold-0.0001	343.filtered	561.filtered	337.filtered	147.filtered	411.filtered	213.filtered	89.filtered	187.filtered	733.filtered	563.filtered	113.filtered	901.filtered	831.filtered	595.filtered	1113.filtered	633.filtered	355.filtered	635.filtered	525.filtered	425.filtered	201.filtered	133.filtered-threshold-0.0001	157.filtered	873.filtered	255.filtered	159.filtered	875.filtered	227.filtered	455.filtered	721.filtered-threshold-0.0001	119.filtered	691.filtered	273.filtered	77.filtered	567.filtered	143.filtered-threshold-0.0001	329.filtered	131.filtered	281.filtered	719.filtered-threshold-0.0001	437.filtered	309.filtered	7.filtered-threshold-0.0001	547.filtered	985.filtered	315.filtered-threshold-0.0001	535.filtered	269.filtered	45.filtered	693.filtered	241.filtered	231.filtered-threshold-0.0001	943.filtered	481.filtered	761.filtered-threshold-0.0001	73.filtered	1029.filtered	1055.filtered	63.filtered	577.filtered	603.filtered	199.filtered	733.filtered-threshold-0.0001	679.filtered	463.filtered	133.filtered	19.filtered-threshold-0.0001	903.filtered	859.filtered	833.filtered	127.filtered	707.filtered-threshold-0.0001	647.filtered	213.filtered-threshold-0.0001	245.filtered	43.filtered	393.filtered	747.filtered	453.filtered	523.filtered	609.filtered	575.filtered	141.filtered-threshold-0.0001	385.filtered	33.filtered	173.filtered	525.filtered-threshold-0.0001	719.filtered	239.filtered	845.filtered	413.filtered	497.filtered	621.filtered	845.filtered-threshold-0.0001	803.filtered	269.filtered-threshold-0.0001	987.filtered	775.filtered	155.filtered	371.filtered	357.filtered-threshold-0.0001	1001.filtered	87.filtered	1013.filtered	957.filtered	367.filtered	901.filtered-threshold-0.0001	397.filtered	873.filtered-threshold-0.0001	271.filtered	593.filtered	197.filtered	1043.filtered	197.filtered-threshold-0.0001	211.filtered-threshold-0.0001	253.filtered	705.filtered	297.filtered	71.filtered	129.filtered	721.filtered	311.filtered	421.filtered	161.filtered	973.filtered	549.filtered	259.filtered	589.filtered	365.filtered	423.filtered-threshold-0.0001	75.filtered	847.filtered	5.filtered-threshold-0.0001	439.filtered	287.filtered	623.filtered	313.filtered	427.filtered	735.filtered	189.filtered	85.filtered	339.filtered	533.filtered	469.filtered	861.filtered	651.filtered	509.filtered	199.filtered-threshold-0.0001	665.filtered	423.filtered	5.filtered	749.filtered	175.filtered	21.filtered-threshold-0.0001	465.filtered	3.filtered	617.filtered	225.filtered-threshold-0.0001	117.filtered-threshold-0.0001	521.filtered	323.filtered	91.filtered	119.filtered-threshold-0.0001	301.filtered	467.filtered	777.filtered	315.filtered	631.filtered	327.filtered	21.filtered	819.filtered	217.filtered	257.filtered	945.filtered	789.filtered	971.filtered	19.filtered	511.filtered	1041.filtered	1027.filtered	817.filtered	211.filtered	185.filtered-threshold-0.0001	887.filtered	649.filtered	49.filtered	441.filtered	581.filtered	267.filtered	763.filtered-threshold-0.0001	267.filtered-threshold-0.0001	421.filtered-threshold-0.0001	1015.filtered	637.filtered	295.filtered-threshold-0.0001	435.filtered	519.filtered	805.filtered	565.filtered	507.filtered	225.filtered	145.filtered	479.filtered	449.filtered	183.filtered-threshold-0.0001	395.filtered	57.filtered	589.filtered-threshold-0.0001	175.filtered-threshold-0.0001	115.filtered	495.filtered	59.filtered	353.filtered	505.filtered	607.filtered	591.filtered	999.filtered	379.filtered	915.filtered	917.filtered	1071.filtered	47.filtered	1097.filtered	171.filtered	35.filtered	273.filtered-threshold-0.0001	749.filtered-threshold-0.0001	141.filtered	1111.filtered	959.filtered	17.filtered	451.filtered	351.filtered	203.filtered	295.filtered	493.filtered	491.filtered	929.filtered-threshold-0.0001	469.filtered-threshold-0.0001	677.filtered	215.filtered	143.filtered	539.filtered	693.filtered-threshold-0.0001	31.filtered	483.filtered	357.filtered	325.filtered	231.filtered	183.filtered	1083.filtered	341.filtered	1069.filtered	105.filtered	117.filtered
1434099	Methanosarcina sp. Kolksee	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea																																																																																																																																																																	0.0001691278289272																																																																																																																											
1434102	Methanosarcina sp. WH1	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea																																																																																																																																																																																																																																																												0.0027900540383307																																
1434103	Methanosarcina sp. WWM596	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea																																																																																																																																																																																																																																																												0.0026677956439467																																
1434821	Oceanospirillum sanctuarii	Oceanospirillum	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																																																																																																								0.0001267906668481					0.0001676857550544																																																													0.0001454297108423		0.0001454857358592	0.0001273448988491																0.0001680183096334																																															
1435069	Vibrio tritonius	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																																																																																																																																																																										0.0001701633755926		0.0001941863089776																																																																
1435466	Oceanobacillus bengalensis	Oceanobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																																																																																																																																																																												0.0004660249313057																																																																																																0.0004658328868837
1435645	Paenibacillus oenotherae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																																																																																																																																																																																																																																																														0.0002512833399145														
1436133	Streptomyces bryophytorum	Streptomyces	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria																					0.0001985627836611																																																																								0.0001985627836611																																																																																																																																																																																															
1437816	Methylopila turkensis	Methylopila	Methylocystaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																															8.363470213975017e-05																																																																																																																																																																																																													
1439726	Methylobrevis pamukkalensis	Methylobrevis		Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria							9.602981003558476e-05															0.0001951086679455			9.725560429169356e-05													0.0001789327878904	0.0084591310222346									0.0001372504626084								0.0002604734604998			0.0001539958160109			0.0012744487797423																	0.0003017509640189													0.0001797749714309									0.0001957800008849						0.000186014543438									0.0001376922429688																							0.0009527617586172											0.0001537323096867											0.0001169179937159							0.0001670668502219													0.0003914084826974																				0.0005974936111399							0.0003654755529775								0.0002016094486574							0.0004290111837881																																0.0012755425161578	0.0003941402066306														0.0001994335053322			0.0003037354540987											
1441386	Athalassotoga saccharophila	Athalassotoga	Mesoaciditogaceae	Mesoaciditogales	Thermotogae	Thermotogae	Bacteria			0.0006783396742772				0.0003762975868695		0.0009825770006208											0.0005559092557019	0.0003702509631372	0.0002002971928209							0.0002119776040611									0.0004275612432542						0.0006808316061235														0.0002092608830544	0.0006657648190485																				0.0002498952875603													0.0004324200188899	0.0003683920934053								0.000229240645995						0.0004205978876702																			0.0011963706873261	0.0009906615979504			0.000285498954903														0.0003799895459574						0.0006667004131512			0.0002602401126309							0.0021272203959986					0.0002026499335758			0.0006747793264416					0.0001868677367216								0.0010373063285872		0.000196404871604												0.0013387141587121				0.0001900844235603												0.0003817507762322								0.0004354572388687																																					0.0011418932261142			0.0009221069496963									0.0001888455511784					0.0002565648343295			0.000285479769686								
1442381	Dankookia rubra	Dankookia	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria		0.0032737671139395		0.0016630129370042	0.004433073312386	0.0005407909275692		0.0022671153862403	0.0007073282735607	0.0011466592721527	0.0033519606539457		0.004905225203228		0.0026405124449141		0.0003689614067823	0.0006689320404995		0.0002217658054742	0.0003689256977039	0.0005320850648669			0.0002390997514348	0.000538623826972			0.0004831415715279	0.0013069535640824			0.0012702457925489	0.0034523564287661		0.0017711758391599		0.0012085989148335			0.010687702602873	0.0012741467635663	0.0006258890304948	0.0004901358913436		0.0036578348918499		0.0009448043760197	0.0007828529861478		0.0008757739511557		0.0011416994143893			0.0013297412494846		0.0004831157504175	0.0011906922389261	0.0019194562447104	0.000506037745364	0.0003058814089235			0.0003276624731618	0.0022538907426231	0.0023536304123567		0.0005717735462827			0.0006744291462183		0.0002074091876602	0.0013551868525435				0.0003017826118837		0.0012446861664541		0.0043201015714548	0.0002388196517767								0.001209282063285	0.0003692958121776		0.0008772022201519	0.0034149706056664		0.0005647083914431	0.0011404757650449		0.0005382224912952			0.0057443141107553			0.0024875432085155	0.0004643758318555	0.0019102191696578				0.0014132019338466	0.0035064405553476	0.0009753654753049	0.0009445919266553	0.0005683108104696		0.0002054762541419	0.0038295762629154	0.0015317238986702	0.0012774152677863	0.0002068448289812	0.0001928728524834			0.0003355232310901	0.0022370172806181	0.0051638809637817	0.0031940111514851						0.0106899205276206	0.0027365025081295	0.0011399672985008		0.0005528862833188						0.0003279096899591				0.001190694638163	0.0034235773349265		0.000847516892389	0.0009846700507818		0.0028969383950611				0.0054265979469873	0.0006189748584516	0.00292240397058		0.0011902469343185	0.0026911133211088		0.0015762544989545	0.0012699651056432	0.0017329485242207				0.0016915258031352	0.0027676200455969		0.0019696033103296				0.0029241884139733	0.0011248121115105	0.0017667825367789	0.0007010887150479					0.0011292640492184			0.0006164087777489	0.0019343450228326	0.0007453230495488	0.0033933584553166	0.0011316376410444	0.0013550705006934		0.0014277691437094	0.0007015073438832		0.0011500247276718	0.0021349472084142		0.0003902493372751	0.0014442889342548	0.0034141040934502	0.001686017450387	0.0012259860009681								0.0003128870812597	0.0009278144176981						0.0003834783372219				0.0001969312517782				0.0007911024552555			0.0001270282626023				0.0017687472287009		0.000659657695362								0.0004862994511597		0.0020438879545248	0.0033405584162725	0.0009442335612975		0.0010009754634059	0.0003089928192962	0.0011262759609607			0.000679812595901								0.0003674306521469	0.0016918857174349		0.0003493592959804	0.0003276229232586	0.0026627838410762	0.0003036836327449		0.0012026128637281	0.0031953464144336	0.0013314014958687	0.0012417152491281	0.0001262094013989		0.0014900285247003		0.001370662206832	0.001129608090163
1443441	Acuticoccus yangtzensis	Acuticoccus	Acuticoccaceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria		0.0009306086367214			0.001642353435295			0.0010733730553931		0.0007769868026649			0.0009535677507183	0.0060481573452205	0.0006530289690119		0.00104898264612						0.0060544324016249		0.0002363005323526									0.0015113775536959		0.0007398031218058		0.000504828408092				0.0002317020804674				0.0003176794311141	0.0007027123297874			0.0008322702185673			0.0005133387486435		0.0009159889022991												0.0004983569936195		0.0005914597964239				0.0031050328427086	0.0009937626632431								0.0006523845815992	0.0008129074371564	0.0002353971268434								0.000516112250785		0.0008708691480696		0.0007884121171112		0.0008064528699168							0.0059132810015315		0.0005731520800952	0.0005128425626682			0.0096045278673865	0.0008299983116618		0.0007339169166907	0.0013307890012374		0.000599665527275		0.0004012519701091			0.0021978895263566	0.000399251564115	0.0003801130606193			0.0004381066859888	0.0012095331889132					0.0013876577744018				0.0010709876247823	0.000505337922538	0.0014015890021727	0.0006159295133544	0.0009855722673828		0.0009852457564106	0.0003405169719203	0.0043772938707863	0.0007467820528545												0.0010290801046623		0.0005415635794838		0.0007163698557309				0.001177898292435				0.0005815345158357		0.0033789236408594				0.0010524366273709				0.0007209435968343							0.000464853756661	0.0014624920471632						0.0008282040924188				0.0006379006026942				0.0018324221884727		0.0010217664550371	0.0006365635122166	0.0007905363407787		0.0010320325757958			0.0003291744138672														0.0013781322865632	0.0030132047091573				0.0004627845051078	0.0007731830902194			0.000330404106844						0.0008087531950144			0.0013510785434597	0.000450060442283		0.0024337797582805		0.0009080261295422			0.0006261504502572	0.0008327542259254					0.000815724825479					0.0005763217492219				0.0014607421732068	0.0010652136016529		0.0005953750245288	0.0008814081211983									0.0003303951628113		0.0010354338282585			0.0014664726051473
1445971	Thermosporothrix narukonensis	Thermosporothrix	Thermosporotrichaceae	Ktedonobacterales	Ktedonobacteria	Chloroflexi	Bacteria																																	0.0002605674836621																																																0.0001164162718533																																																																																																																																																																																																					0.0001169721390907						
1446794	Frondihabitans sp. 762G35	Frondihabitans	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria								0.0002259322678843																						0.0001847360230898						0.0005874503453691																																							0.0001670266658882						0.0005828863640794																																																																									0.0003546821821255																											0.0008622769046374										0.0006299002012865					0.0001669616863454									0.0003331918409077											0.0001315901905494																																								0.0008632827154019																						0.0005825605062523						
1449	Amphibacillus xylanus	Amphibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																																																																																																																																																																																														8.242193691551752e-05																																																																														
145287	Novosphingobium lentum	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																																																																																																														0.0015656305805924																																																																																																																														
145483	Frigoribacterium faeni	Frigoribacterium	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria																																																									0.0004563813522579																																																																																																																																																																																																																																			
1456591	Temperatibacter marinus	Temperatibacter	Temperatibacteraceae	Kordiimonadales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																															5.516411479193809e-05																																																																																																																																																																																																													
1457232	Cohnella rhizosphaerae	Cohnella	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																																																																																																										0.001123997343279																																																																																																																																																																		
1457234	Nocardioides zeae	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinobacteria	Actinobacteria	Bacteria																												0.0020178154923897																																0.0001392141345595							0.0003093115582734																																																																																																																													0.0001428759077521																																																																																												
1458	Metabacillus fastidiosus	Metabacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		0.0017688703288077		0.0016082650231617	0.0037487403504539			0.0028375340212178		0.0014586797887446	0.0015582818888803		0.0027749664030102	0.0119131825456943	0.0010529762201855		0.0017013547231875						0.011923818024884		0.0005401667941865							0.0017647490484508		0.0027416895242081		0.0013491654058483		0.0009750776723357				0.0006377269231592				0.0007317349914119	0.0013118937360673		0.0007485598406242	0.0024418074668349			0.0008314695008321		0.0019596719141782												0.0011842742546832		0.0013827498294775				0.0085498493570179	0.0017245479450169								0.0014134984067803	0.0020242245350744	0.0005708887917434								0.0009905491563975		0.0028029880300454		0.0019690401679481		0.0013013509532181		0.0035763802708191					0.0118044904913652		0.0011153921305588	0.0014387956437116	0.0031540509539378		0.0082607557051399	0.005913337846326		0.0018233022268264	0.0038576172622724		0.0013736799389754		0.0007351448539126			0.0043350026314803	0.0007531080292888	0.0012153863298836			0.0011155564805482	0.0018173165687624					0.0028681738507057				0.0025777545578243	0.0008301932756745	0.0036038320133115	0.0010658373727801	0.0067360315885729		0.0067347915110963	0.001800518509322	0.0085362558544683	0.0006338097518009		0.0031302306624118				0.0001455621203937					0.0001140556525284	0.0056557825450314		0.0010327253426982		0.0020725481191086	0.0011851206102567			0.0015195245335282				0.0053436549411571		0.0094300768824208				0.0019195211702277				0.0020534452266316							0.0015401887483475	0.0020847236562847						0.0014291620490404				0.0013924957696149				0.0040259290403893		0.0013235114438088	0.001180782358331	0.0019576554450582		0.0019973368257858			0.0017825454399319							8.227027537114576e-05			0.0001501645102168			0.0001380049237525	0.0059082264302513	0.0107597262872793		0.002142619572014		0.0014790181088722	0.0021614000379777			0.0013801683227021		0.0018216681645067	0.0001305153722244			0.0005906932445363			0.0053187268824014	0.0009813632172457			0.0015627382845407	0.0019253827736923			0.0010663138868455	0.0022958141004176					0.0059034723046626					0.0042364806868222		0.000106451122161		0.0046656985108595	0.0017144598290803		0.0018935288502811	0.0033336771594284									0.0013766520301849		0.002886304991711			0.0020894190749154
1458357	Caballeronia jiangsuensis	Caballeronia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																																0.0028446130141045																																																																																																																																																																																																																																																												
1458445	Cylindrospermum pellucidum	Cylindrospermum	Nostocaceae	Nostocales		Cyanobacteria	Bacteria								0.0002528672952338																																																						0.0006938599371137																																																																																																																																											0.0004756503603442																																																						0.0006942441518211								0.0004031519149715							0.0006033606659223														
146018	Mycolicibacterium neworleansense	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria																																																																																																																																																																																																																																							0.0003691986771166																																																					
146020	Mycolicibacterium brisbanense	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria					0.0011475485615019																																																								0.0027497043124196								0.0001246442529341										0.0002024044513838																																						0.0001208440183491					0.0012463481574512																																																																																																																										0.0010267964511613																													0.0002288117195851											
1460355	Sphingomonas mohensis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														9.07928299885274e-05																																																																																																																																																										0.000700419737453																																																																				
1460447	Terrisporobacter petrolearius	Terrisporobacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																																																																																																																																						0.00060418397402					0.0002082128397917																																																																																																																	
1462	Geobacillus kaustophilus	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																								0.0016924834333917																																																																																																																																																																																																																				0.0012623745930502																									0.0018367346938775																							
1462999	Sphingomonas panaciterrae	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria								0.0001418371447179																																																																									0.0001614540984726																																																																																																																																																																																																					0.0001633320784841						
1465756	Peptoniphilus grossensis	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																																																																																0.0001135939503107																																																																																																																																																	0.00011354143857																											
146827	Corynebacterium simulans	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria																																																																																																																																																																		0.0005697160829885																		0.0005698737868276																										6.974168907797523e-05																			0.001060030796384																						0.0017138011808058	0.0002221880428873																	0.0024410089503661																			
1469603	Spirosoma oryzae	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria			0.0026321902563245			0.0021377828702898											0.0001295540707158			0.0003248252332102	0.0002838512709026	0.0179318846660099								0.0021256678799641								0.0002978014808949												0.0004511414894121			0.0002793183678604			0.0041110501910438			0.0007080089700066		0.0006613524635322	0.0003379415804405												0.0004925120809247	0.0002634903306172				0.0164366757420753							0.0051230086290705						0.0002977530600549	0.0002838862793403								0.01795081909747						0.0002833621800522																			0.0040730068432935												0.0002793304562498								0.0004849660183526				0.0007085364622335													0.0009525823591044					0.0002722192675058							0.0030975740084745						0.001913819163409															0.0002634481329532														0.0014837079855731						0.0029140763717304						0.0012687336453258					0.0007256170380113																		0.0012461231723526					0.0027614609514955					0.0003401291546785	0.001915967408574			0.0032378908529583				0.0053119243114857				0.0001295996876947						0.016466318614566											
1471	Bacillus methanolicus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																																																																																																										0.0010220557235817																																																																																																																																																																		
1472378	Ensifer glycinis	Ensifer	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																																											0.0001611160497991																																																																																						0.0001568885708853																																																																																																											
1473586	Roseiarcus fermentans	Roseiarcus	Roseiarcaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria							0.0001504824092451	0.000346625696921									0.0003196753273747			0.0004394174550595	0.0002896177409164								0.0051057903204706	0.000190215136817			0.0002327713451703					0.0006044591795802				0.0002914086032305						0.0002868562015357			0.0002067775939602					0.0004143059883145		0.0050991679027737	0.0004291798157404			0.00019487508946	0.0014577259494499		0.000172453933243				0.0003036837526022						0.0004063591154314				0.0002836317312757		0.0005098637795066											0.0006052001486887	0.0002886102787655		0.0002004709359302	0.0002688730231652			0.000888046742063								0.0002280966631463	0.0010167846333958								0.0002868162185707	0.0003024058633459		0.0006153153304372				0.0006161000106094	0.0004259349865315					0.0006920200560375																					0.00041368259798											0.0011241632179984		0.0016590327594704		0.0001991901849848			0.0005031743634895					0.0003073176295047	0.0011269005397393							0.0003870713062815	0.0001348639056225	0.0001471084611518												0.0003868860088093	0.0004083470356004			0.0001432017227943		0.0005577197327285					0.0002509857367611										0.0006822415965781			0.0001669124645235								0.0010533593158892											0.0001361610305656																	0.0002026687889332	0.0003910806950431											0.0003360675869879	0.0003068531626514		0.0003860019115813	0.0001465681498788		0.0002903747362465					0.0005097304461288					0.000167185214351	
1473598	Paludibaculum fermentans	Paludibaculum	Bryobacteraceae	Bryobacterales	Acidobacteriia	Acidobacteria	Bacteria																																																																																																																																																																	0.0001596599038995				0.0001955935319934																																																																																																																							
1475481	Mizugakiibacter sediminis	Mizugakiibacter	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																			0.0001380636737758																																																																																																																																																																																																	0.0001381831006617																																																																								
1476025	Bacillus vini	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																																																																																																																																																					0.0002491395027989																																																																		0.000316355583676																																																					
147645	Paracoccus yeei	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																																																																																											0.0003355203040954																																																																																																																																																	
1476466	Altererythrobacter xixiisoli	Altererythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria						0.0017870543384989	0.0015812307766285	0.0001511416141768	0.0012361538458001				0.0006788733441984				0.0010725518629576			0.0012249962248618	0.0001323716167861	0.000708159262196			0.0006383438093839	0.0012320328546374			0.0017015033570577	0.000482487025011								7.217867362481454e-05				0.0002832953764073		0.0004645812132213						0.0011596683373252								0.0017007392217649				0.0010551791716954												0.0003126569971809	0.0001072450456079				0.0002657959010888					0.0006365080614749									0.0001323719283328								0.0007089121809775							0.0014281018911312						0.0001881311680067					0.0004711631861912				0.000467208984174	0.0038431606671994		0.0015187471541972																0.0153846153846153											0.0013113143509078								0.0006976522943223		0.0008857585227439										0.0007167612361818								0.0012670228105035												0.0004004450977891	0.0009559712590031	0.0004502186776434	0.0001072072369985								0.0004917554111207												0.0007177644285734			0.0015817354524336								0.0077684743268891																							0.0011995882896111					0.0010548633264712	0.0012684533577434			0.0012932781526557				0.0017592084321039				0.0010723280646624	0.0007168392759447		0.0001918432809021			0.000266272888102											
1476577	Candidatus Saccharibacteria oral taxon TM7x					Candidatus Saccharibacteria	Bacteria															0.0002154996856254		0.0004637469214182	7.752635896205721e-05										0.01215489418413	0.000147510026464																					0.0002455717380241							0.0055957202322329	0.0001480926259755											0.0340762267642079																																							0.0010754105692824						0.0004693109504311	0.0027379023175172		0.034070418764304		0.0002623853564373				0.0002623965546113																		0.002235728378826		0.0022337369440036												0.0017820773930753										0.0001339079332016	0.0035369936812425			0.0003841445049601																																							0.0002689097141308						0.0033968682733571																	0.0005950653398453			0.0004793626130221																	0.0002616948227986							0.0042690874145766									0.0004647289248716												0.000478879751643			0.0038624923234029		
1478	Peribacillus simplex	Peribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																																									0.0023398593725543																																																																																																																																																	0.0005843164929078																																																																																		
1479	Bacillus smithii	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																												0.0002433520640413																																																																										0.0062646456737237																																																																																																																																																																						
1479019	Methylobacterium sp. C1	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria			0.0019623966328677			0.0008727044888343	0.0001004825309936		0.0003577327312256			0.0004847656297257					0.0027958639010017			0.0057254827562943	0.0004469653980391					0.0002993400382124			0.0001218118244279	0.000168705706689								0.0015962532481262										0.0002154657508851	0.007612589759209	0.000273498242464				0.000204810226628				0.0001219200724581	0.000891068968699			0.0009765802407946		0.0017043597305665															0.0005422701735501		0.0003943769144								0.0038391953081209			0.001596413334211	0.0004471004142041																			0.0004374521824321				0.0002156684475036			0.0197000054188093				0.0197092024294238	0.0002683771389094											0.0283598428659423				0.0009043787489696	0.0006389123840253							0.0009100248018067			0.0008861562598004	0.0035507752385895		0.0004115522229058								0.0004934142914193							0.000725535253795					0.0005860774632742			0.0004007088169411								0.0004847627029373											0.0010827780738955												0.0009418864954678	0.0499244295907981											0.0001096506913969				0.0009925237568424				0.0007172520373301																		0.0004383873512623										0.0009880454537874		0.0004408773175048										0.0028010092513909	0.0005931053445241					0.0005431814332985	0.0012441913617996			0.0012615704634861	0.0003231568400365						
1480694	Spirochaeta lutea	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria																																																																																																																																																																																																																																																																						0.0005660856155693																						
1481672	Trichocoleus desertorum	Trichocoleus	Trichocoleusaceae	Synechococcales		Cyanobacteria	Bacteria		0.0161147233509931	0.001754963255427	0.000758361609134	0.0007932263922072	0.0008013387070164	0.1321960685523253	0.0033977319209371	0.0069511476540723				0.0005615505144425	0.0001370318229748	0.0365560567753896			0.3983972792587549		0.0004150698009048	0.0099415354720405	0.0061224608517976	0.0001412676332887		0.0021433319009597	0.0245786656424832			0.0404936157164921	0.0123283438738412			0.0004928690306719			0.0413099540925201		0.0017784861084071				0.0003332250942688	0.0197888575145179	0.0070395983888528				0.0009387080655556			0.3165499112939567					0.0079083816812471		0.0404784525873847	0.0537902369525332	0.0347389233503568	0.0012430288331122	0.1374273791435933	0.1055134432753601	0.0009353631789446		0.0237979139617552	0.0007453804414092		0.0002957339633622			0.3985525160235507		0.0004352040136337	0.0097541574108692				0.0974483664908976		0.0386617387663143		0.0023305807658502	0.0021444994943866		0.070329598294967		0.4511805770656009			0.0006158559212967	0.0017789692319725	0.0099462822918428		0.3164866731519341	0.0077823040160918			0.0169868642895236		0.0062057456644635			0.0183973930112539			0.0022140607656537	0.0028185487944922		0.1275182254277576		0.0012428992979956	0.0004403574666493	0.0244913937638642		0.0009474879913912	0.0002949148970583			0.0006124323772583	0.0077202084204061			0.000615593060713		0.0140688332490696		0.0075608800787899	0.0152236783983083	0.0008661843594665	0.0022592708008725						0.0007075312288097		0.0082134511814501			0.0769230769230769								0.0537098406562166		0.0007190658269315	0.0006136411113432	0.0011319644110389		0.0357373295032353				0.0040266346915172		0.0341105941603274		0.015733142547009	0.0337767579221102			0.0337504033037509	0.0015753895508707				0.021516030746648		0.0090345895715023	0.0010734719091982	0.0006162256966115	0.0299224233468784		0.0340886387913017	0.1042905389139339	0.0303214089214365	0.1897138883048448					0.1322306213279376			0.3673172060080703	0.0347385456117682	0.0227836751823822	0.0010053296670928	0.0123931854522394	0.009757404420354		0.0002874284386026	0.1896378187313227	0.0279511608363325	0.1083025332971119	0.0007821880594469				0.0077738765482116	0.0088744759989463	0.0008311400855031					0.0111091724423619		0.2700425210561792	0.0007485260189694	0.0181759617129602		0.1324346361673019		0.0007196774511332	0.0342475604872929	0.0232097551855478				0.0458702647748369							0.0003799412074814				0.0303438399698165						0.0117215494605611					0.0011183180496533	0.0006111085962609	0.014174737621273			0.3830488248891797	0.1375113262387719	0.1045268008399586	0.0012443129416688		0.0012047965964496	0.0025575447570332		0.0030298202589197	0.0037626209977079					0.0215079104194217	0.0020445551274502	0.0018539447804028		0.0144173225138109	0.0977610575210475		0.0433926123500095	0.0008661843594665		0.0386636056859909	0.0003795721460862		0.0005550059021145		0.3005112330160096	0.1321848740594207
