Sample_Index,Sample_Label1,Sample_Label2,Sample_Label3,Sample_Date,Sample_Site,Sample_Plant,Sample_PlantF,Sample_PlantS,Sample_Lat,Sample_Long,Sample_Type1,Sample_Type2,Sample_Type3,Ext_Weigh_Date,Ext_Weight,Ext_Date,Qubit_Ext_Date,Qubit_Ext_Vol,Qubit_Ext_R1,Qubit_Ext_R2,Qubit_Ext_R3,PCR_Date,Qubit_PCR_Date,Qubit_PCR_R1,Qubit_PCR_R2,Gel_Date,Gel_Band_R1,Gel_Band_R2,Gel_Band_R3,End-prep_Date,End-prep_Date2,Sequencing_Date,Sequencing_Date2,Comments
1,1.1F,1.1Fen,1.1Fen_B,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
2,1.1F,1.1Fen,1.1Fen_F,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Fruit,Endophyte,Fungi,06/22/2026,0.0423,,,,,,,,,,,,NA,,,,,,,
3,1.1F,1.1Fep,1.1Fep_B,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Fruit,Epiphyte,Bacteria,,,,,,,,,,07/07/2026,07/07/2026,2.15,,07/07/2026,Faint Band,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
4,1.1F,1.1Fep,1.1Fep_F,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Fruit,Epiphyte,Fungi,06/22/2026,0.0423,06/29/2026,07/07/2026,2,<0.05,,,,,,,,,,,,,,,
5,1.1L,1.1Len,1.1Len_B,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Leaf,Endophyte,Bacteria,02/16/2026,0.2529,05/01/2026,05/01/2026,2,25.4,NA,NA,05/11/2026,05/12/2026,9.95,,05/13/2026,Band,Band,,,,,,
6,1.1L,1.1Len,1.1Len_F,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Leaf,Endophyte,Fungi,02/16/2026,0.2529,05/01/2026,05/01/2026,2,25.4,NA,NA,05/13/2026,05/13/2026,18.8,,05/14/2026,Band,,,,,,,
7,1.1L,1.1Lep,1.1Lep_B,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Leaf,Epiphyte,Bacteria,02/16/2026,0.2529,02/18/2026,03/04/2026,2,0.597,NA,NA,05/11/2026,05/12/2026,28.9,,05/13/2026,Band,,,,,,,
8,1.1L,1.1Lep,1.1Lep_F,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Leaf,Epiphyte,Fungi,02/16/2026,0.2529,02/18/2026,03/04/2026,2,0.597,NA,NA,05/11/2026,05/12/2026,31.8,,05/13/2026,Band,Band,,,,,,05/14/2026;gel_r2
9,1.1R,1.1R,1.1R_16S,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Root,NA,16S,06/09/2026,0.1487,06/09/2026,06/09/2026,2,2.11,NA,NA,06/24/2026,06/25/2026,68.4,,06/25/2026,Band,,,,,,,
10,1.1R,1.1R,1.1R_F,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Root,NA,Fungi,06/09/2026,0.1487,06/09/2026,06/09/2026,2,2.11,NA,NA,06/25/2026,06/25/2026,13.8,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
11,1.1S,1.1S1m,1.1S1m_16S,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Soil,Meter,16S,10/29/2025,0.2672,11/03/2025,11/03/2025,2,2.04,NA,NA,11/12/2025,11/12/2025,29.4,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
12,1.1S,1.1S1m,1.1S1m_F,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Soil,Meter,Fungi,10/29/2025,0.2672,11/03/2025,11/03/2025,2,2.04,NA,NA,,,,,,,,,,,,,
13,1.1S,1.1Sp,1.1Sp_16S,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Soil,Plant,16S,10/23/2025,0.2583,10/27/2025,10/27/2025,2,2.47,NA,NA,11/10/2025,11/12/2025,39.1,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
14,1.1S,1.1Sp,1.1Sp_F,10/20/2025,1,1,Flowering,Medium,27.189194,-81.341591,Soil,Plant,Fungi,10/23/2025,0.2583,10/27/2025,10/27/2025,2,2.47,NA,NA,,,,,,,,,,,,,
15,1.2F,1.2Fen,1.2Fen_B,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
16,1.2F,1.2Fen,1.2Fen_F,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Fruit,Endophyte,Fungi,0622/2026,0.0295,,,,,,,,,,,,NA,,,,,,,
17,1.2F,1.2Fep,1.2Fep_B,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Fruit,Epiphyte,Bacteria,,,,,,,,,,07/07/2026,07/07/2026,3.58,,07/07/2026,Faint Band,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
18,1.2F,1.2Fep,1.2Fep_F,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Fruit,Epiphyte,Fungi,0622/2026,0.0295,06/29/2026,07/07/2026,2,<0.05,,,,,,,,,,,,,,,
19,1.2L,1.2Len,1.2Len_B,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Leaf,Endophyte,Bacteria,02/16/2026,0.19,05/01/2026,05/01/2026,2,32,NA,NA,05/11/2026,05/12/2026,15,,05/13/2026,Band,,,,,,,
20,1.2L,1.2Len,1.2Len_F,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Leaf,Endophyte,Fungi,02/16/2026,0.19,05/01/2026,05/01/2026,2,32,NA,NA,05/13/2026,05/13/2026,17.1,,05/14/2026,Band,,,,,,,
21,1.2L,1.2Lep,1.2Lep_B,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Leaf,Epiphyte,Bacteria,02/16/2026,0.19,02/18/2026,03/04/2026,2,0.324,NA,NA,05/11/2026,05/12/2026,20,,05/13/2026,Band,,,,,,,
22,1.2L,1.2Lep,1.2Lep_F,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Leaf,Epiphyte,Fungi,02/16/2026,0.19,02/18/2026,03/04/2026,2,0.324,NA,NA,05/11/2026,05/12/2026,27.3,,05/13/2026,Band,Band,,,,,,
23,1.2R,1.2R,1.2R_16S,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Root,NA,16S,06/09/2026,0.1147,06/09/2026,06/09/2026,2,1.04,NA,NA,06/24/2026,06/25/2026,49.7,,06/25/2026,Band,,,,,,,
24,1.2R,1.2R,1.2R_F,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Root,NA,Fungi,06/09/2026,0.1147,06/09/2026,06/09/2026,2,1.04,NA,NA,06/25/2026,06/25/2026,18.3,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
25,1.2S,1.2S1m,1.2S1m_16S,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Soil,Meter,16S,10/29/2025,0.2672,11/03/2025,11/03/2025,2,2.31,NA,NA,11/12/2025,11/12/2025,18.3,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
26,1.2S,1.2S1m,1.2S1m_F,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Soil,Meter,Fungi,10/29/2025,0.2672,11/03/2025,11/03/2025,2,2.31,NA,NA,,,,,,,,,,,,,
27,1.2S,1.2Sp,1.2Sp_16S,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Soil,Plant,16S,10/23/2025,0.2713,10/27/2025,10/27/2025,2,3.16,NA,NA,11/10/2025,11/12/2025,43.3,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
28,1.2S,1.2Sp,1.2Sp_F,10/20/2025,1,2,Flowering,Medium,27.189194,-81.341580,Soil,Plant,Fungi,10/23/2025,0.2713,10/27/2025,10/27/2025,2,3.16,NA,NA,,,,,,,,,,,,,
29,1.3F,1.3Fen,1.3Fen_B,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
30,1.3F,1.3Fen,1.3Fen_F,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Fruit,Endophyte,Fungi,0622/2026,0.0346,,,,,,,,,,,,,,,,,,,
31,1.3F,1.3Fep,1.3Fep_B,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Fruit,Epiphyte,Bacteria,,,,,,,,,,07/07/2026,07/07/2026,2.26,,07/07/2026,Faint Band,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
32,1.3F,1.3Fep,1.3Fep_F,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Fruit,Epiphyte,Fungi,0622/2026,0.0346,06/29/2026,07/07/2026,2,<0.05,,,,,,,,,,,,,,,
33,1.3L,1.3Len,1.3Len_B,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Leaf,Endophyte,Bacteria,02/16/2026,0.2339,05/01/2026,05/01/2026,2,17.5,NA,NA,05/11/2026,05/12/2026,8.65,,05/13/2026,Band,,,,,,,
34,1.3L,1.3Len,1.3Len_F,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Leaf,Endophyte,Fungi,02/16/2026,0.2339,05/01/2026,05/01/2026,2,17.5,NA,NA,05/13/2026,05/13/2026,18.7,,05/14/2026,Band,,,,,,,
35,1.3L,1.3Lep,1.3Lep_B,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Leaf,Epiphyte,Bacteria,02/16/2026,0.2339,02/18/2026,03/04/2026,2,0.21,NA,NA,05/11/2026,05/12/2026,19.5,,05/13/2026,Band,,,,,,,
36,1.3L,1.3Lep,1.3Lep_F,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Leaf,Epiphyte,Fungi,02/16/2026,0.2339,02/18/2026,03/04/2026,2,0.21,NA,NA,05/11/2026,05/12/2026,21.5,,05/13/2026,Faint,Faint,,,,,,
37,1.3R,1.3R,1.3R_16S,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Root,NA,16S,06/01/2026,0.2695,06/01/2026,06/02/2026,2,0.149,NA,NA,06/24/2026,06/25/2026,21.3,,06/25/2026,Band,,,,,,,
38,1.3R,1.3R,1.3R_F,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Root,NA,Fungi,06/01/2026,0.2695,06/01/2026,06/02/2026,2,0.149,NA,NA,06/25/2026,06/25/2026,16.5,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
39,1.3S,1.3S1m,1.3S1m_16S,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Soil,Meter,16S,10/29/2025,0.2647,11/03/2025,11/03/2025,2,3.16,NA,NA,11/12/2025,11/12/2025,52.9,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
40,1.3S,1.3S1m,1.3S1m_F,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Soil,Meter,Fungi,10/29/2025,0.2647,11/03/2025,11/03/2025,2,3.16,NA,NA,,,,,,,,,,,,,
41,1.3S,1.3Sp,1.3Sp_16S,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Soil,Plant,16S,10/23/2025,0.284,10/27/2025,10/27/2025,2,3.69,NA,NA,11/10/2025,11/12/2025,38.9,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
42,1.3S,1.3Sp,1.3Sp_F,10/20/2025,1,3,Flowering,Medium,27.189199,-81.341580,Soil,Plant,Fungi,10/23/2025,0.284,10/27/2025,10/27/2025,2,3.69,NA,NA,,,,,,,,,,,,,
43,1.4F,1.4Fen,1.4Fen_B,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Fruit,Endophyte,Bacteria,,,,07/07/2026,07/07/2026,11.4,,07/07/2026,Double Band ,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
44,1.4F,1.4Fen,1.4Fen_F,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Fruit,Endophyte,Fungi,0622/2026,0.0268,,,,,,,,,,,,,,,,,,,
45,1.4F,1.4Fep,1.4Fep_B,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Fruit,Epiphyte,Bacteria,,,,,,,,,,07/07/2026,07/07/2026,3.43,,07/07/2026,Faint Band,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
46,1.4F,1.4Fep,1.4Fep_F,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Fruit,Epiphyte,Fungi,0622/2026,0.0268,06/29/2026,07/07/2026,2,<0.05,,,,,,,,,,,,,,,
47,1.4L,1.4Len,1.4Len_B,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Leaf,Endophyte,Bacteria,02/16/2026,0.1757,05/01/2026,05/01/2026,2,18.8,NA,NA,05/11/2026,05/12/2026,6.48,,05/13/2026,Band,,,,,,,
48,1.4L,1.4Len,1.4Len_F,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Leaf,Endophyte,Fungi,02/16/2026,0.1757,05/01/2026,05/01/2026,2,18.8,NA,NA,05/13/2026,05/13/2026,21,,05/14/2026,Double Band,Double Band,,,,,,
49,1.4L,1.4Lep,1.4Lep_B,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Leaf,Epiphyte,Bacteria,02/16/2026,0.1757,02/18/2026,03/04/2026,2,0.134,NA,NA,05/11/2026,05/12/2026,11.2,,05/13/2026,Band,,,,,,,
50,1.4L,1.4Lep,1.4Lep_F,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Leaf,Epiphyte,Fungi,02/16/2026,0.1757,02/18/2026,03/04/2026,2,0.134,NA,NA,05/11/2026,05/12/2026,28.3,,05/13/2026,Band,Band,,,,,,
51,1.4R,1.4R,1.4R_16S,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Root,NA,16S,06/09/2026,0.1467,06/09/2026,06/09/2026,2,1.24,NA,NA,06/24/2026,06/25/2026,38.6,,06/25/2026,Band,,,,,,,
52,1.4R,1.4R,1.4R_F,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Root,NA,Fungi,06/09/2026,0.1467,06/09/2026,06/09/2026,2,1.24,NA,NA,06/25/2026,06/25/2026,1.11,NA,06/26/2026,No Band,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
53,1.4S,1.4S1m,1.4S1m_16S,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Soil,Meter,16S,10/29/2025,0.2741,11/03/2025,11/03/2025,2,2.97,NA,NA,11/12/2025,11/12/2025,32.7,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
54,1.4S,1.4S1m,1.4S1m_F,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Soil,Meter,Fungi,10/29/2025,0.2741,11/03/2025,11/03/2025,2,2.97,NA,NA,,,,,,,,,,,,,
55,1.4S,1.4Sp,1.4Sp_16S,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Soil,Plant,16S,10/23/2025,0.2699,10/27/2025,10/27/2025,2,5.4,NA,NA,11/10/2025,11/12/2025,59.2,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
56,1.4S,1.4Sp,1.4Sp_F,10/20/2025,1,4,Flowering,Medium,27.189244,-81.341402,Soil,Plant,Fungi,10/23/2025,0.2699,10/27/2025,10/27/2025,2,5.4,NA,NA,,,,,,,,,,,,,
57,1.5F,1.5Fen,1.5Fen_B,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Fruit,Endophyte,Bacteria,,,,07/07/2026,07/07/2026,1.53,,07/07/2026,Faint Band,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
58,1.5F,1.5Fen,1.5Fen_F,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Fruit,Endophyte,Fungi,0622/2026,0.0353,,,,,,,,,,,,,,,,,,,
59,1.5F,1.5Fep,1.5Fep_B,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Fruit,Epiphyte,Bacteria,,,,,,,,,,07/07/2026,07/07/2026,1.7,,07/07/2026,Band,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
60,1.5F,1.5Fep,1.5Fep_F,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Fruit,Epiphyte,Fungi,0622/2026,0.0353,06/29/2026,07/07/2026,2,<0.05,,,,,,,,,,,,,,,
61,1.5L,1.5Len,1.5Len_B,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Leaf,Endophyte,Bacteria,02/16/2026,0.2265,05/01/2026,05/01/2026,2,20.7,NA,NA,05/11/2026,05/12/2026,7.53,,05/13/2026,Faint,,,,,,,
62,1.5L,1.5Len,1.5Len_F,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Leaf,Endophyte,Fungi,02/16/2026,0.2265,05/01/2026,05/01/2026,2,20.7,NA,NA,05/13/2026,05/13/2026,21,,05/14/2026,Band,,,,,,,
63,1.5L,1.5Lep,1.5Lep_B,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Leaf,Epiphyte,Bacteria,02/16/2026,0.2265,02/23/2026,03/04/2026,2,<0.05,<0.05,,05/11/2026,05/12/2026,2.36,,05/13/2026,Faint,,,,,,,
64,1.5L,1.5Lep,1.5Lep_F,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Leaf,Epiphyte,Fungi,02/16/2026,0.2265,02/23/2026,03/04/2026,2,<0.05,<0.05,,05/11/2026,05/12/2026,26.7,,05/13/2026,Band,Band,,,,,,
65,1.5R,1.5R,1.5R_16S,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Root,NA,16S,06/09/2026,0.0822,06/09/2026,06/09/2026,2,0.436,,,06/24/2026,06/25/2026,8.97,,06/25/2026,Band,,,,,,,
66,1.5R,1.5R,1.5R_F,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Root,NA,Fungi,06/09/2026,0.0822,06/09/2026,06/09/2026,2,0.436,NA,NA,06/25/2026,06/25/2026,17.1,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
67,1.5S,1.5S1m,1.5S1m_16S,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Soil,Meter,16S,10/29/2025,0.2689,11/03/2025,11/03/2025,2,<2,<2,,11/12/2025,11/12/2025,15.2,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,Redo dna ext.
68,1.5S,1.5S1m,1.5S1m_F,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Soil,Meter,Fungi,10/29/2025,0.2689,11/03/2025,11/03/2025,2,<2,<2,,,,,,,,,,,,,,
69,1.5S,1.5Sp,1.5Sp_16S,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Soil,Plant,16S,10/23/2025,0.2724,10/27/2025,10/27/2025,2,4.16,,,11/10/2025,11/12/2025,54,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
70,1.5S,1.5Sp,1.5Sp_F,10/20/2025,1,5,Flowering,Medium,27.189263,-81.341397,Soil,Plant,Fungi,10/23/2025,0.2724,10/27/2025,10/27/2025,2,4.16,,,,,,,,,,,,,,,
71,1.6F,1.6Fen,1.6Fen_B,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Fruit,Endophyte,Bacteria,,,,07/07/2026,07/07/2026,2.43,,07/07/2026,Faint Band,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
72,1.6F,1.6Fen,1.6Fen_F,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Fruit,Endophyte,Fungi,0622/2026,0.0371,,,,,,,,,,,,,,,,,,,
73,1.6F,1.6Fep,1.6Fep_B,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Fruit,Epiphyte,Bacteria,,,,,,,,,,07/07/2026,07/07/2026,6.39,,07/07/2026,Faint Band,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
74,1.6F,1.6Fep,1.6Fep_F,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Fruit,Epiphyte,Fungi,0622/2026,0.0371,06/29/2026,07/07/2026,2,<0.05,,,,,,,,,,,,,,,
75,1.6L,1.6Len,1.6Len_B,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Leaf,Endophyte,Bacteria,02/16/2026,0.1142,05/01/2026,05/01/2026,2,18.9,NA,NA,05/11/2026,05/12/2026,9.5,,05/13/2026,Faint,,,,,,,
76,1.6L,1.6Len,1.6Len_F,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Leaf,Endophyte,Fungi,02/16/2026,0.1142,05/01/2026,05/01/2026,2,18.9,NA,NA,05/13/2026,05/13/2026,20.5,,05/14/2026,Double Band,,,,,,,
77,1.6L,1.6Lep,1.6Lep_B,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Leaf,Epiphyte,Bacteria,02/16/2026,0.1142,02/23/2026,03/04/2026,2,<0.05,<0.05,,05/11/2026,05/12/2026,8.38,,05/13/2026,Band,,,,,,,
78,1.6L,1.6Lep,1.6Lep_F,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Leaf,Epiphyte,Fungi,02/16/2026,0.1142,02/23/2026,03/04/2026,2,<0.05,<0.05,,05/11/2026,05/12/2026,34.2,,05/13/2026,Band,Band,,,,,,
79,1.6R,1.6R,1.6R_16S,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Root,NA,16S,06/01/2026,0.2704,06/01/2026,06/02/2026,2,1.18,,,06/24/2026,06/25/2026,42.5,,06/25/2026,Band,,,,,,,
80,1.6R,1.6R,1.6R_F,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Root,NA,Fungi,06/01/2026,0.2704,06/01/2026,06/02/2026,2,1.18,NA,NA,06/25/2026,06/25/2026,13.4,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
81,1.6S,1.6S1m,1.6S1m_16S,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Soil,Meter,16S,10/29/2025,0.2704,11/03/2025,11/03/2025,2,3.64,,,11/12/2025,11/12/2025,27.8,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
82,1.6S,1.6S1m,1.6S1m_F,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Soil,Meter,Fungi,10/29/2025,0.2704,11/03/2025,11/03/2025,2,3.64,,,,,,,,,,,,,,,
83,1.6S,1.6Sp,1.6Sp_16S,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Soil,Plant,16S,10/23/2025,0.2817,10/27/2025,10/27/2025,2,2.62,,,11/10/2025,11/12/2025,36.6,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
84,1.6S,1.6Sp,1.6Sp_F,10/20/2025,1,6,Flowering,Medium,27.189281,-81.341354,Soil,Plant,Fungi,10/23/2025,0.2817,10/27/2025,10/27/2025,2,2.62,,,,,,,,,,,,,,,
85,1.7F,1.7Fen,1.7Fen_B,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Fruit,Endophyte,Bacteria,,,,07/07/2026,07/07/2026,2.43,,07/07/2026,Faint Band,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
86,1.7F,1.7Fen,1.7Fen_F,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Fruit,Endophyte,Fungi,0622/2026,0.0301,,,,,,,,,,,,,,,,,,,
87,1.7F,1.7Fep,1.7Fep_B,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Fruit,Epiphyte,Bacteria,,,,,,,,,,07/07/2026,07/07/2026,1.95,,07/07/2026,Band,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
88,1.7F,1.7Fep,1.7Fep_F,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Fruit,Epiphyte,Fungi,0622/2026,0.0301,06/29/2026,07/07/2026,2,<0.05,,,,,,,,,,,,,,,
89,1.7L,1.7Len,1.7Len_B,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Leaf,Endophyte,Bacteria,02/16/2026,0.216,05/01/2026,05/01/2026,2,27.3,NA,NA,05/11/2026,05/12/2026,12.1,,05/13/2026,Band,,,,,,,
90,1.7L,1.7Len,1.7Len_F,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Leaf,Endophyte,Fungi,02/16/2026,0.216,05/01/2026,05/01/2026,2,27.3,NA,NA,05/13/2026,05/13/2026,20,,05/14/2026,Double Band,,,,,,,
91,1.7L,1.7Lep,1.7Lep_B,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Leaf,Epiphyte,Bacteria,02/16/2026,0.216,02/23/2026,03/04/2026,2,0.11,,,05/11/2026,05/12/2026,19.8,,05/13/2026,Band,,,,,,,
92,1.7L,1.7Lep,1.7Lep_F,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Leaf,Epiphyte,Fungi,02/16/2026,0.216,02/23/2026,03/04/2026,2,0.11,,,05/11/2026,05/12/2026,28.5,,05/13/2026,Band,Faint,,,,,,
93,1.7R,1.7R,1.7R_16S,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Root,NA,16S,06/09/2026,0.1001,06/09/2026,06/09/2026,2,0.486,,,06/24/2026,06/25/2026,20.3,,06/25/2026,Band,,,,,,,
94,1.7R,1.7R,1.7R_F,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Root,NA,Fungi,06/09/2026,0.1001,06/09/2026,06/09/2026,2,0.486,NA,NA,06/25/2026,06/25/2026,0.962,NA,06/26/2026,No Band,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
95,1.7S,1.7S1m,1.7S1m_16S,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Soil,Meter,16S,10/29/2025,0.272,11/03/2025,11/03/2025,2,5.93,,,11/12/2025,11/12/2025,60.8,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,Black debris.
96,1.7S,1.7S1m,1.7S1m_F,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Soil,Meter,Fungi,10/29/2025,0.272,11/03/2025,11/03/2025,2,5.93,,,,,,,,,,,,,,,
97,1.7S,1.7Sp,1.7Sp_16S,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Soil,Plant,16S,10/23/2025,0.2991,10/27/2025,10/27/2025,2,4.42,,,11/10/2025,11/12/2025,62.7,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
98,1.7S,1.7Sp,1.7Sp_F,10/20/2025,1,7,Flowering,Large,27.189279,-81.341311,Soil,Plant,Fungi,10/23/2025,0.2991,10/27/2025,10/27/2025,2,4.42,,,,,,,,,,,,,,,
99,1.8F,1.8Fen,1.8Fen_B,10/20/2025,1,8,Flowering,Medium,27.189268,-81.341322,Fruit,Endophyte,Bacteria,,,,,,,,,Faint Band,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
100,1.8F,1.8Fen,1.8Fen_F,10/20/2025,1,8,Flowering,Medium,27.189268,-81.341322,Fruit,Endophyte,Fungi,0622/2026,0.0232,,,,,,,,,,,,,,,,,,,
